Ticker,ScanDate,Score,MxV,RunUp,RSI,ATRX,REL_VOL,Gap,TypicalPriceDist,Volume,MarketCap,Float%,PriceToHigh,PriceTo52WHigh,ScanPrice,ScanChange%,IntraHigh,IntraLow,DayRunUp%,PeakScoreTime,PeakScorePrice,CurrentPrice,EntryChange%,MaxDrop%,BestDay,TP10_Hit,TP15_Hit,TP20_Hit,Volume_raw,MarketCap_raw,Float_pct_raw,PriceToHigh_raw,PriceTo52WHigh_raw,MxV_calc,REL_VOL_calc,Open_price_raw,PrevClose_raw,High_today_raw,Low_today_raw,TypicalPrice_raw,ATR14_raw,Week52High_raw,AvgVolume_raw,FloatShares_raw,SharesOutstanding_raw,ATRX_calc,RunUp_calc,Gap_calc,TypicalPriceDist_calc,cat_merger_acquisition,cat_fda_approval,cat_clinical_trial,cat_marketing_announcement,cat_earnings_report,cat_regulatory_compliance,cat_lawsuit,cat_share_dilution,cat_reverse_split,cat_no_clear_reason,D1_Gap%,FirstScanTime,LastScanTime,ScanCount,ScoreAtFirst,ScoreAtLast,ScoreMax,ScoreMin,ScoreStd,Score_I,Score_B,Score_C,Score_D,Score_E,Score_F,Score_G,Score_H,PeakScore,D0_Close,D0_Volume,D0_Drop%,IntraDay_TP10,SL_Hit_D0,MinToClose,D1_Open,D1_High,D1_Low,D1_Close,D2_Open,D2_High,D2_Low,D2_Close,SL_Hit_D5,IntraDay_SL,D0_Open,D0_High,D0_Low,D0_Drop%_from_High,Price_vs_SMA20,Consecutive_Up,RealFloat,RealFloat_M,Sector,Industry,MarketCapCategory,EntryScore,D3_Open,D3_High,D3_Low,D3_Close,D4_Open,D4_High,D4_Low,D4_Close,D5_Open,D5_High,D5_Low,D5_Close,audit_flag,Score_recalc_date,DaysSinceIPO,score_version
FLYX,2026-04-15,60.2,96.49,29.82,64.85,2.98,6.14,2.7,7.9,nan,nan,23.24,-2.31,-66.67,2.96,33.53,3.01,2.56,16.67,14:52,2.98,nan,nan,-27.33,5.0,1.0,1.0,1.0,3313871,279700000,nan,nan,nan,96.49,6.14,2.28,2.22,3.03,2.24,2.7433,0.2651,8.88,539346,10427627.0,44873931,2.98,29.82,2.7,7.9,0,0,0,0,0,0,0,0,0,0,1.35,11:47,14:59,190,30.46,60.2,60.55,29.34,9.46,20.0,23.02,12.28,25.0,15.35,21.93,37.16,25.0,60.55,2.97,3887100.0,0.34,1,0,8,3.0,3.18,2.62,3.11,3.33,3.49,2.79,2.85,1,1.0,2.28,3.03,2.24,-1.98,29.05,0.0,10427627.0,10.43,Industrials,Airlines,Micro,nan,3.01,3.01,2.42,2.49,2.36,2.38,2.25,2.32,2.31,2.37,2.15,2.28,CLEAN,nan,nan,v2
KMRK,2026-04-15,62.35,95.83,39.75,69.69,4.66,21.19,-1.74,0.55,nan,nan,25.61,-21.14,-49.82,2.76,37.31,3.14,2.1,35.34,14:42,3.0,nan,nan,-2.9,1.0,0.0,0.0,0.0,879802,58230000,nan,nan,nan,95.83,21.19,1.975,2.01,3.5,1.975,2.745,0.3273,5.5,41525,4251195.0,16600000,4.66,39.75,-1.74,0.55,0,0,0,0,0,0,0,0,0,0,-2.9,09:57,14:59,298,35.95,62.35,69.95,18.85,11.26,20.0,30.0,20.0,25.0,25.95,25.0,45.0,25.0,69.95,2.84,952200.0,2.9,1,1,18,2.68,3.6,2.68,3.43,3.29,3.99,3.26,3.95,1,1.0,1.975,3.53,1.975,-19.55,58.52,1.0,4600011.0,4.6,Consumer Cyclical,Leisure,Micro,nan,3.8,4.41,3.1,4.06,3.97,4.05,3.8,3.82,3.93,3.93,3.2,3.65,CLEAN,nan,nan,v2
MNTS,2026-04-15,77.92,-165.63,29.15,74.54,2.5,9.86,9.27,5.58,nan,nan,99.76,-6.29,-83.93,7.0,41.13,7.46,5.72,24.33,14:49,7.29,nan,nan,-25.0,5.0,1.0,1.0,1.0,15220749,40110000,nan,nan,nan,-165.63,9.86,5.42,4.96,7.47,5.42,6.63,0.8211,43.5714,1543845,5716483.0,5730006,2.5,29.15,9.27,5.58,0,0,0,0,0,0,0,0,0,0,-8.43,08:47,14:59,344,27.49,77.92,81.3,23.35,16.7,70.0,41.8,15.39,65.0,25.21,32.61,60.17,44.91,81.3,6.91,15725700.0,-1.29,1,0,11,6.41,8.45,5.81,7.63,8.01,8.4,7.05,7.5,1,1.0,5.42,7.47,5.42,-7.5,68.58,3.0,5717457.0,5.72,Industrials,Aerospace & Defense,Micro,nan,7.17,7.47,6.17,6.42,6.63,6.93,5.61,5.68,5.77,6.15,5.25,5.55,CLEAN,nan,nan,v2
SKLZ,2026-04-15,73.02,91.34,47.72,77.03,5.1,21.19,1.79,9.16,nan,nan,80.28,-6.24,-53.79,4.21,50.36,4.21,3.23,29.94,14:58,4.21,nan,nan,-16.15,4.0,1.0,1.0,0.0,1351780,65680000,nan,nan,nan,91.34,21.19,2.85,2.8,4.49,2.87,3.8567,0.3176,9.11,63780,9770160.0,12170492,5.1,47.72,1.79,9.16,0,0,0,0,0,0,0,0,0,0,-0.24,09:29,14:59,326,32.65,73.02,73.2,31.92,9.83,20.0,30.0,19.09,25.0,23.86,25.0,45.0,25.0,73.2,4.3,1841400.0,2.14,1,0,2,4.2,4.29,3.7,3.88,3.99,4.15,3.81,3.87,0,0.0,2.85,4.49,2.85,-4.23,59.44,2.0,9770160.0,9.77,Communication Services,Electronic Gaming & Multimedia,Micro,nan,3.9,3.9,3.68,3.73,3.73,3.84,3.53,3.58,3.66,3.8,3.53,3.68,CLEAN,nan,nan,v2
XNDU,2026-04-15,67.88,80.3,50.12,88.76,4.52,8.76,15.44,9.99,nan,nan,0.21,-9.03,-9.03,25.7,73.3,28.15,16.35,63.38,14:59,25.7,nan,nan,-19.3,4.0,1.0,1.0,0.0,8508706,1110000000,nan,nan,nan,80.3,8.76,17.12,14.83,28.25,16.15,23.3667,2.6764,28.25,971137,717503.0,341260865,4.52,50.12,15.44,9.99,0,0,0,0,0,0,0,0,0,0,14.79,08:47,14:59,343,14.19,67.88,67.88,11.82,20.5,20.0,30.0,20.0,25.0,25.06,25.0,42.52,25.0,67.88,25.18,9175900.0,-2.02,1,1,1,29.5,42.44,26.11,32.67,38.5,39.99,27.3,30.2,1,1.0,17.12,28.25,16.15,-10.87,nan,5.0,43084145.0,43.08,Technology,Software - Infrastructure,Mid+,nan,30.01,32.3,26.62,27.63,26.81,26.94,20.74,22.9,26.99,35.08,24.27,34.75,CLEAN,nan,nan,v2
ARTV,2026-04-16,62.81,95.27,37.53,83.67,3.76,6.23,-1.32,9.95,nan,nan,17.13,-0.56,-0.56,12.35,35.71,12.35,10.22,17.96,14:59,12.35,nan,nan,-14.9,4,1,0,0,1169819,305250000,nan,nan,nan,95.27,6.23,8.98,9.1,12.42,8.9284,11.2328,0.9286,12.42,187756,4233224.0,24716672,3.76,37.53,-1.32,9.95,0,0,0,0,0,0,0,0,0,0,2.67,11:21,14:59,215,38.61,62.81,62.81,34.23,8.07,20.0,28.15,15.01,25.0,18.77,25.0,37.46,25.0,62.81,12.11,1278000.0,-1.94,1,0,1,12.68,13.2,11.11,12.55,12.51,14.53,12.11,13.39,1,1,8.98,12.42,8.928,-2.5,83.36,5.0,4273018.0,4.27,Healthcare,Biotechnology,Micro,nan,13.5,13.5,11.85,12.54,12.5,12.79,10.51,11.73,11.17,11.93,11.17,11.275,CLEAN,nan,nan,v2
DARE,2026-04-16,68.7,87.45,37.57,82.15,6.1,21.53,1.12,5.96,nan,nan,91.43,-10.43,-72.91,2.49,39.37,2.5,2.05,20.77,14:48,2.5,nan,nan,-16.47,5,1,1,0,1831044,36320000,nan,nan,nan,87.45,21.53,1.81,1.79,2.78,1.78,2.35,0.1641,9.19,85031,13311461.0,14559502,6.09,37.57,1.12,5.96,0,0,0,0,0,0,0,0,0,0,31.33,11:04,14:59,233,40.31,68.7,71.68,38.62,10.46,20.0,28.59,15.25,25.0,19.06,25.0,45.0,25.0,71.68,2.72,3226400.0,9.24,1,0,12,3.27,3.43,2.49,2.95,2.97,2.97,2.65,2.87,1,1,1.81,2.78,1.78,-2.16,58.65,1.0,13311461.0,13.31,Healthcare,Biotechnology,Micro,nan,2.85,2.95,2.26,2.36,2.44,2.5,2.15,2.27,2.2,2.2,2.08,2.08,CLEAN,nan,nan,v2
ENVB,2026-04-16,76.33,-467.81,19.9,63.73,5.5,29.4,-3.45,-4.6,nan,nan,97.9,-23.7,-86.83,2.35,15.76,3.01,2.17,25.94,12:01,2.88,nan,nan,-27.23,1,1,1,1,10703886,4430000,nan,nan,nan,-467.81,29.4,1.96,2.03,3.08,1.96,2.4633,0.2036,17.844,364070,1847878.0,1887535,5.5,19.9,-3.45,-4.6,0,0,0,0,0,0,0,0,0,0,-16.6,11:38,14:59,198,48.74,76.33,94.92,48.74,6.37,70.0,50.35,20.81,65.0,33.65,35.0,65.35,50.0,94.92,2.35,11342900.0,0.0,0,1,179,1.96,1.96,1.71,1.82,4.2,5.43,3.5,3.65,1,1,1.96,3.08,1.96,-23.7,18.2,1.0,1847878.0,1.85,Healthcare,Biotechnology,Micro,nan,3.43,3.56,2.99,3.37,3.3,3.88,3.25,3.6,3.555,4.43,3.555,4.02,CLEAN,nan,nan,v2
MYSE,2026-04-16,62.78,-4686.67,-36.72,83.34,6.59,100,282.99,-14.32,nan,nan,93.19,-39.51,-39.51,3.49,142.71,5.41,3.01,0.0,08:45,5.41,nan,nan,-14.33,5,1,0,0,204084843,14880000,nan,nan,nan,-4686.67,100.0,5.515,1.44,5.7699,2.96,4.0733,0.4261,5.7699,447406,4029799.0,4324329,6.59,-36.72,282.99,-14.32,0,0,0,0,0,0,0,0,0,0,8.6,08:45,14:59,368,66.58,62.78,66.58,58.16,0.92,50.0,30.0,5.0,40.0,20.0,10.0,25.0,25.0,66.58,3.3,210118900.0,-5.44,1,1,375,3.79,3.95,3.47,3.81,3.47,3.68,3.29,3.52,1,1,5.52,5.77,2.96,-42.81,101.34,0.0,4029799.0,4.03,Technology,Software - Application,Micro,nan,3.35,3.78,3.33,3.45,3.43,3.7,3.35,3.37,3.215,3.27,2.99,3.01,CLEAN | REL_VOL_CAPPED_from_456.15,nan,nan,v2
PBM,2026-04-16,86.85,-13923.38,119.57,88.92,9.84,100,-2.43,-1.91,nan,nan,12.76,-38.11,-98.68,6.17,114.24,9.48,3.49,171.63,11:48,9.26,nan,nan,15.24,1,0,0,0,42047426,1850000,nan,nan,nan,-13923.38,100.0,2.8101,2.88,9.97,2.73,6.29,0.7356,468.3594,204020,292594.0,2293307,9.84,119.57,-2.43,-1.91,0,0,0,0,0,0,0,0,0,0,59.16,11:05,14:59,232,49.2,86.85,96.83,48.53,11.1,70.0,60.0,25.0,65.0,50.0,35.0,70.0,50.0,96.83,5.87,53763200.0,-4.86,1,1,192,9.82,10.53,7.11,7.6,13.12,16.96,11.06,11.3,1,1,2.81,9.97,2.73,-41.12,116.49,0.0,292594.0,0.29,Healthcare,Biotechnology,Micro,nan,11.38,11.47,9.05,9.49,8.06,9.18,7.57,8.97,8.625,9.03,8.13,9.02,PRE_SPLIT | REL_VOL_CAPPED_from_206.09,nan,nan,v2
RMSG,2026-04-16,85.05,-838.78,49.15,71.22,3.76,3.49,-1.12,4.07,nan,nan,33.65,-21.19,-51.65,2.64,47.49,3.26,2.1,53.77,13:14,2.88,nan,nan,-28.41,5,1,1,1,47614807,13390000,nan,nan,nan,-838.78,3.49,1.77,1.79,3.35,1.62,2.5367,0.4601,5.46,13628303,1706250.0,5071281,3.76,49.15,-1.12,4.07,0,0,0,0,0,0,0,0,0,0,-8.71,10:07,14:59,290,41.54,85.05,90.91,38.08,10.19,70.0,60.0,25.0,65.0,50.0,35.0,56.42,50.0,90.91,2.55,48762100.0,-3.41,1,1,106,2.41,3.3,2.41,2.71,2.53,3.78,2.5,2.99,1,1,1.77,3.35,1.62,-23.88,189.03,0.0,1706250.0,1.71,Technology,Software - Application,Micro,nan,2.86,2.99,1.94,2.4,2.57,2.6,2.04,2.25,2.035,2.035,1.89,1.89,CLEAN,nan,nan,v2
WNW,2026-04-16,73.01,-1123.14,67.84,24.68,0.14,61.72,17.09,15.07,nan,nan,4.06,-5.19,-99.54,6.21,96.58,6.44,3.65,75.96,14:32,5.97,nan,nan,-41.22,5,1,1,1,16269146,8260000,nan,nan,nan,-1123.14,61.72,3.7,3.16,6.55,3.43,5.3967,22.8457,1352.0,263596,24625.0,606433,0.14,67.84,17.09,15.07,0,0,0,0,0,0,0,0,0,0,-23.35,08:45,14:59,367,33.73,73.01,73.11,33.71,10.41,70.0,60.0,25.0,65.0,50.0,35.0,70.0,50.0,73.11,5.56,17175400.0,-10.47,1,0,28,4.76,6.65,4.61,5.87,5.08,5.49,4.65,4.69,0,0,3.7,6.55,3.43,-15.11,-22.16,0.0,12159109.0,12.16,Consumer Cyclical,Internet Retail,Micro,nan,4.49,4.54,3.95,4.09,3.93,4.69,3.93,4.17,3.74,3.74,3.65,3.7,PRE_SPLIT,nan,nan,v2
BBGI,2026-04-17,64.95,22.83,62.85,87.28,4.37,1.09,-0.79,11.05,nan,nan,63.82,-8.75,-14.22,22.62,61.57,24.75,16.1,50.91,14:55,23.04,nan,nan,-28.29,1,1,1,1,1394016,40860000,nan,nan,nan,22.83,1.09,13.89,14.0,24.79,13.7,20.37,2.5394,26.37,1280640,621099.0,973170,4.37,62.85,-0.79,11.05,0,0,0,0,0,0,0,0,0,1,-16.49,12:41,14:59,138,34.84,64.95,64.99,32.55,7.61,20.0,30.0,20.0,25.0,30.0,25.0,27.14,25.0,64.99,21.51,1823600.0,-4.91,1,1,5,18.89,20.49,16.22,19.01,18.76,18.77,17.17,17.18,0,0,13.89,24.9,13.69,-13.61,199.75,1.0,621099.0,0.62,Communication Services,Broadcasting,Micro,nan,16.7,20.28,16.7,19.73,20.15,24.81,20.15,22.54,21.04,22.72,21.04,22.72,CLEAN,nan,nan,v2
EFOI,2026-04-17,84.36,-2467.39,28.22,94.95,6.98,100.0,155.98,-5.16,nan,nan,46.25,-30.28,-30.21,6.86,228.23,9.23,5.2,66.01,09:26,8.9,nan,nan,-35.57,4,1,1,1,161902725,43260000,nan,nan,nan,-2467.39,100.0,5.35,2.09,9.84,5.0,7.2333,0.6931,9.83,19168,2916788.0,6306433,6.98,28.22,155.98,-5.16,0,0,0,1,0,0,0,1,0,0,-12.54,08:45,14:59,376,63.87,84.36,95.75,60.62,5.51,70.0,60.0,25.0,65.0,50.0,35.0,70.0,50.0,95.75,6.49,167170000.0,-5.39,1,1,334,6.0,6.2,4.67,5.44,5.74,6.0,4.53,4.53,0,0,5.38,9.84,5.0,-34.04,195.27,0.0,2916788.0,2.92,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Micro,nan,4.5,4.87,4.5,4.51,4.42,5.11,4.42,5.11,5.18,5.18,4.62,4.69,CLEAN,nan,nan,v2
FGI,2026-04-17,61.02,77.52,35.2,69.93,2.81,4.48,3.31,9.03,nan,nan,27.15,-3.15,-46.43,6.76,39.57,6.9,5.57,19.79,14:59,6.76,nan,nan,5.03,1,0,0,0,433048,13020000,nan,nan,nan,77.52,4.48,5.0,4.84,6.98,4.86,6.2,0.7538,12.62,96678,523257.0,1927326,2.81,35.2,3.31,9.03,0,0,0,0,0,0,0,0,0,1,10.5,09:39,14:59,322,35.64,61.02,61.02,28.53,8.24,20.0,26.4,14.08,25.0,17.6,25.0,33.96,25.0,61.02,6.5,466700.0,-3.85,1,0,1,7.47,11.48,7.1,9.79,10.23,12.23,9.83,11.32,1,1,5.0,6.98,4.86,-6.88,60.03,4.0,530439.0,0.53,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Micro,nan,11.5,12.43,7.14,7.7,7.655,7.785,7.61,7.705,7.97,10.76,7.97,9.11,CLEAN,nan,nan,v2
FRMM,2026-04-17,81.5,-55.33,69.9,72.5,5.93,61.54,26.16,13.82,nan,nan,69.66,-8.47,-97.09,5.08,114.35,5.23,2.76,71.48,14:59,5.08,nan,nan,-31.89,1,1,1,1,31553172,103190000,nan,nan,nan,-55.33,61.54,2.99,2.37,5.55,2.76,4.4633,0.4708,174.6,512736,14149910.0,20313111,5.93,69.9,26.16,13.82,0,0,0,0,0,0,0,1,1,0,-26.77,08:45,14:59,376,16.51,81.5,81.5,14.37,20.17,38.44,35.53,20.55,39.75,32.77,27.77,50.53,31.92,81.5,4.29,40349200.0,-15.55,1,0,1,3.72,4.29,3.46,3.71,3.78,4.44,3.69,4.04,0,0,2.99,5.55,2.76,-22.7,67.01,3.0,14149910.0,14.15,Technology,Software - Application,Micro,nan,4.06,4.65,3.95,4.6,4.6,4.805,4.5,4.645,4.81,5.09,4.81,4.88,CLEAN,nan,nan,v2
MAAS,2026-04-17,65.06,99.89,36.24,80.74,4.1,7.43,-0.4,9.32,nan,nan,0.0,-1.41,-27.47,10.15,35.73,10.28,8.46,18.16,14:48,10.26,nan,nan,-22.76,1,1,1,1,331137,3180000000,nan,nan,nan,99.89,7.43,7.45,7.48,10.295,7.41,9.285,0.704,13.995,44552,nan,348108766,4.1,36.24,-0.4,9.32,1,0,0,0,0,0,0,0,0,0,-4.24,09:47,14:59,313,40.08,65.06,65.11,35.04,9.11,20.0,28.29,15.09,25.0,18.86,25.0,39.66,25.0,65.11,9.84,360700.0,-3.05,1,0,12,9.72,20.89,7.84,10.34,9.98,10.33,8.2,9.08,1,1,7.45,10.295,7.41,-4.42,59.42,0.0,nan,nan,Financial Services,Asset Management,Mid+,nan,8.78,14.25,8.78,10.3,10.665,12.72,8.22,9.515,10.31,10.31,9.15,9.33,CLEAN,nan,nan,v2
ENVB,2026-04-20,60.71,-8135.23,-9.65,73.28,4.06,100.0,130.49,-10.57,nan,nan,97.9,-30.19,-78.76,3.79,107.98,5.27,3.66,15.82,08:56,5.27,nan,nan,-21.11,1,1,1,1,155361191,7150000,nan,nan,nan,-8135.23,100.0,4.195,1.82,5.4293,3.495,4.2381,0.4759,17.844,561872,1847878.0,1887535,4.06,-9.65,130.49,-10.57,1,0,0,0,0,0,0,1,0,0,-9.5,08:45,14:59,377,61.31,60.71,84.36,54.95,4.62,67.09,49.22,15.25,65.0,32.81,28.31,66.36,46.36,84.36,3.65,158704700.0,-3.69,0,1,364,3.43,3.56,2.99,3.37,3.3,3.88,3.25,3.6,1,1,4.2,5.43,3.495,-32.78,77.04,0.0,1847878.0,1.85,Healthcare,Biotechnology,Micro,nan,3.555,4.43,3.555,4.02,4.11,7.84,4.11,5.04,4.79,6.47,4.79,5.08,CLEAN,nan,nan,v2
FGI,2026-04-20,64.67,-25.31,29.5,81.88,4.13,23.21,14.88,2.64,nan,nan,27.52,-15.77,-23.38,9.67,48.77,11.34,7.7,46.32,13:40,10.31,nan,nan,-46.95,5,1,1,1,2415427,18640000,nan,nan,nan,-25.31,23.21,7.4674,6.5,11.48,7.1135,9.4212,1.0561,12.62,104083,530439.0,1927326,4.13,29.5,14.88,2.64,0,0,0,0,0,0,0,0,0,1,5.79,08:46,14:59,376,20.81,64.67,70.34,20.2,11.64,25.96,30.34,15.41,29.77,19.93,25.89,46.79,27.24,70.34,9.79,2517900.0,1.24,1,1,80,10.23,12.23,9.83,11.32,11.5,12.43,7.14,7.7,1,1,7.467,11.48,7.1,-14.72,123.97,5.0,530439.0,0.53,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Micro,nan,7.655,7.785,7.61,7.705,7.97,10.76,7.97,9.11,9.37,9.37,5.13,6.68,CLEAN,nan,nan,v2
INV,2026-04-20,61.28,92.89,31.36,74.77,3.51,3.58,-0.87,7.44,nan,nan,73.61,-3.15,-13.94,5.99,30.33,6.01,5.3,11.5,14:55,6.0,nan,nan,-5.01,2,0,0,0,5694385,480020000,nan,nan,nan,92.89,3.58,4.56,4.6,6.185,4.55,5.575,0.4654,6.96,1589036,58939826.0,80069319,3.51,31.36,-0.87,7.44,0,0,0,1,0,0,0,0,0,0,3.51,09:36,14:59,325,41.43,61.28,61.6,38.45,8.09,20.0,23.68,12.63,25.0,15.79,22.56,32.12,25.0,61.6,6.19,7117100.0,3.34,1,0,5,6.2,6.41,5.95,6.06,6.2,6.43,5.69,5.91,1,1,4.56,6.19,4.51,0.0,40.09,0.0,58939826.0,58.94,Financial Services,Asset Management,Small,nan,6.25,6.92,6.03,6.9,6.695,6.95,6.175,6.535,7.02,7.305,6.43,7.105,CLEAN,nan,nan,v2
CLIK,2026-04-21,66.82,-1110.98,13.65,61.41,1.8,50.87,31.13,5.03,nan,nan,13.28,-4.73,-88.8,3.83,49.03,3.99,3.18,22.02,14:14,3.99,nan,nan,-27.94,3,1,1,1,39523000,12500000,nan,nan,nan,-1110.98,50.87,3.37,2.57,4.02,3.09,3.6467,0.5154,34.2,776980,389837.0,2935986,1.8,13.65,31.13,5.03,1,0,0,0,0,0,0,0,0,0,-19.06,08:45,14:59,375,42.8,66.82,75.64,42.7,8.62,78.67,62.59,43.85,86.22,47.49,51.02,76.74,73.24,75.64,3.49,40422700.0,-8.88,1,0,46,3.1,3.41,3.0,3.4,3.2,3.2,2.865,2.98,0,0,3.37,4.02,3.09,-13.18,53.32,0.0,389837.0,0.39,Consumer Cyclical,Personal Services,Micro,nan,2.78,2.78,2.76,2.76,3.22,3.285,3.03,3.1,3.165,3.165,3.075,3.08,CLEAN,nan,nan,v2
AKAN,2026-04-22,96.96,-6724.66,246.63,88.26,8.98,100.0,1.02,26.48,nan,nan,6.02,-7.7,-94.56,11.38,250.16,12.05,3.92,207.4,12:39,6.8,nan,nan,-21.05,1,1,1,1,36522117,6090000,nan,nan,nan,-6724.66,100.0,3.283,3.25,12.3299,3.283,8.9976,1.0071,209.2342,61497,32174.0,534418,8.98,246.63,1.02,26.48,0,0,0,0,0,0,0,0,0,0,10.46,11:05,14:59,236,39.36,96.96,98.87,39.36,14.53,100.0,100.0,94.4,100.0,90.48,86.26,100.0,100.0,98.87,10.21,36936702.0,-10.28,1,0,141,12.57,13.8,8.985,9.45,10.32,14.975,9.61,12.25,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.47,12.96,10.44,12.37,12.37,26.95,12.3,17.5,18.665,30.785,18.665,25.6,SUSPICIOUS,nan,nan,v2
ELPW,2026-04-22,63.73,-5870.82,27.41,45.84,0.16,64.92,28.98,0.52,nan,nan,2.73,-17.31,-99.98,2.58,64.32,3.04,2.0,51.24,09:07,2.89,nan,nan,-8.91,1,0,0,0,84470963,3650000,nan,nan,nan,-5870.82,64.92,2.025,1.57,3.12,2.0,2.5667,6.8024,10336.0,1301118,38576.0,1412789,0.16,27.41,28.98,0.52,0,0,0,0,0,0,0,0,0,0,-5.23,08:45,14:59,376,35.03,63.73,75.27,34.97,5.99,80.64,73.91,54.11,90.4,61.46,57.12,80.64,75.8,75.27,2.59,85272771.0,0.39,1,1,353,2.445,2.78,2.35,2.78,3.89,4.37,3.21,3.67,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.48,4.77,3.92,4.32,3.695,4.28,3.685,4.06,3.91,3.91,3.29,3.8,PRE_SPLIT,nan,nan,v2
GNLN,2026-04-22,73.91,-186.44,29.21,57.93,2.95,14.24,2.8,-3.36,nan,nan,73.05,-26.06,-99.69,5.22,32.82,6.33,4.52,37.61,14:59,5.22,nan,nan,-27.78,1,1,1,1,1805343,3290000,nan,nan,nan,-186.44,14.24,4.04,3.93,7.06,3.925,5.4017,1.063,1710.0,126787,460156.0,629945,2.95,29.21,2.8,-3.36,0,0,0,0,0,0,0,0,0,0,-17.43,11:34,14:59,207,25.29,73.91,73.91,25.29,10.73,86.74,54.89,34.66,83.31,40.44,45.27,80.26,67.87,73.91,5.53,2500381.0,5.94,1,1,1,4.31,4.31,3.77,3.89,4.11,4.22,4.075,4.22,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.18,4.74,4.18,4.56,4.42,4.8,3.83,3.83,4.05,4.05,3.955,3.955,PRE_SPLIT,nan,nan,v2
HCAI,2026-04-22,69.28,-419.77,13.66,62.22,1.53,18.04,27.25,8.99,nan,nan,25.95,-1.31,-96.92,9.82,44.62,9.83,7.48,14.97,14:59,9.82,nan,nan,-45.32,5,1,1,1,6039227,11410000,nan,nan,nan,-419.77,18.04,8.64,6.79,9.95,7.26,9.01,1.7565,318.45,334754,163250.0,629167,1.53,13.66,27.25,8.99,0,0,0,0,0,0,0,0,0,0,-14.97,08:45,14:59,376,47.62,69.28,69.28,39.32,5.95,72.66,58.4,38.75,77.36,41.83,48.32,69.94,66.47,69.28,9.74,6152591.0,-0.81,1,0,1,8.35,8.74,8.35,8.74,8.52,8.75,8.52,8.75,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.63,6.63,6.63,6.63,5.81,5.81,5.775,5.775,5.37,5.37,5.37,5.37,CLEAN,nan,nan,v2
TORO,2026-04-22,71.35,25.62,56.91,89.36,7.43,100.0,9.21,7.66,nan,nan,28.36,-12.99,-12.76,6.7,71.36,7.62,4.51,68.96,11:53,6.48,nan,nan,-7.84,1,0,0,0,21459814,193310000,nan,nan,nan,25.62,100.0,4.27,3.91,7.7,4.27,6.2233,0.4613,7.68,54765,8183317.0,28852084,7.44,56.91,9.21,7.66,0,0,0,0,0,0,0,0,0,0,-6.27,08:47,14:59,375,24.48,71.35,72.01,24.48,14.1,50.0,69.11,77.68,60.0,56.22,70.92,75.0,75.0,72.01,6.755,21686349.0,0.82,1,1,187,6.28,6.74,6.175,6.695,6.43,7.08,6.43,6.85,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.95,8.275,7.405,7.49,7.075,7.275,6.72,7.155,6.99,7.2,6.99,7.2,CLEAN,nan,nan,v2
EUDA,2026-04-23,64.81,-78.44,83.43,60.71,6.31,100.0,9.93,-4.65,nan,nan,61.64,-37.54,-85.84,12.18,101.66,nan,nan,nan,nan,nan,nan,nan,-18.39,1,1,1,0,4496282,30690000,nan,nan,nan,-78.44,100.0,6.64,6.04,19.5,6.64,12.7733,2.0366,86.0,8821,1165280,1890374,6.31,83.43,9.93,-4.64,0,0,0,0,0,0,0,0,0,1,-18.39,8:51,14:59,368,13.75,64.81,67.75,13.75,9.42,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.94,10.76,9.94,10.76,12.21,15.52,12.0,12.39,1,1,11.38,18.88,9.55,-39.78,22.35,0,1165280,1.17,Real Estate,Real Estate Services,Micro,nan,12.39,12.39,12.39,12.39,13.055,13.785,12.51,13.75,14.65,14.65,14.65,14.65,SUSPICIOUS,nan,1590.0,v2
NCEL,2026-04-23,63.97,93.13,31.27,86.46,4.15,8.52,1.37,7.82,nan,nan,39.85,-2.4,-84.19,4.87,33.06,nan,nan,nan,nan,nan,nan,nan,-32.14,3,1,1,1,313137,22190000,nan,nan,nan,93.13,8.52,3.71,3.66,4.9899,3.69,4.5166,0.3134,30.8,36747,2012216,5049285,4.15,31.27,1.37,7.82,1,0,0,0,0,0,0,0,1,0,-6.98,10:03,14:59,298,31.07,63.97,64.25,21.77,12.06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.53,4.71,4.53,4.71,4.68,4.68,3.85,3.85,0,0,4.025,4.93,4.025,0.0,90.96,3,2012216,2.01,Healthcare,Biotechnology,Micro,nan,3.445,3.445,3.305,3.305,3.305,3.305,3.305,3.305,3.94,4.56,3.94,4.335,CLEAN,nan,1909.0,v2
