Ticker,ScanDate,Score,MxV,RunUp,RSI,ATRX,REL_VOL,Gap,TypicalPriceDist,Volume,MarketCap,Float%,PriceToHigh,PriceTo52WHigh,ScanPrice,ScanChange%,IntraHigh,IntraLow,DayRunUp%,PeakScoreTime,PeakScorePrice,CurrentPrice,EntryChange%,MaxDrop%,BestDay,TP10_Hit,TP15_Hit,TP20_Hit,Volume_raw,MarketCap_raw,Float_pct_raw,PriceToHigh_raw,PriceTo52WHigh_raw,MxV_calc,REL_VOL_calc,Open_price_raw,PrevClose_raw,High_today_raw,Low_today_raw,TypicalPrice_raw,ATR14_raw,Week52High_raw,AvgVolume_raw,FloatShares_raw,SharesOutstanding_raw,ATRX_calc,RunUp_calc,Gap_calc,TypicalPriceDist_calc,cat_merger_acquisition,cat_fda_approval,cat_clinical_trial,cat_marketing_announcement,cat_earnings_report,cat_regulatory_compliance,cat_lawsuit,cat_share_dilution,cat_reverse_split,cat_no_clear_reason,D1_Gap%,FirstScanTime,LastScanTime,ScanCount,ScoreAtFirst,ScoreAtLast,ScoreMax,ScoreMin,ScoreStd,Score_I,Score_B,Score_C,Score_D,Score_E,Score_F,Score_G,Score_H,PeakScore,D0_Close,D0_Volume,D0_Drop%,IntraDay_TP10,SL_Hit_D0,MinToClose,D1_Open,D1_High,D1_Low,D1_Close,D2_Open,D2_High,D2_Low,D2_Close,SL_Hit_D5,IntraDay_SL,D0_Open,D0_High,D0_Low,D0_Drop%_from_High,Price_vs_SMA20,Consecutive_Up,RealFloat,RealFloat_M,Sector,Industry,MarketCapCategory,EntryScore,D3_Open,D3_High,D3_Low,D3_Close,D4_Open,D4_High,D4_Low,D4_Close,D5_Open,D5_High,D5_Low,D5_Close,audit_flag,Score_recalc_date,DaysSinceIPO,score_version
UGRO,2026-03-30,58.6,-1405.95,12.22,63.0,2.17,100,5.05,-8.73,11323630.0,15610000.0,1506.56,-28.41,-28.41,20.76,17.89,28.69,20.27,38.87,11:38,25.97,19.1,-8.0,-11.99,3,1,0,0,11323630.0,15610000.0,1506.56,-28.41,-28.41,-1405.95,2.21,18.58,17.61,29.0,18.475,22.6983,4.8393,37.0,5131761.0,675949.0,751622.0,2.17,10.98,5.51,-9.16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.11,nan,nan,nan,nan,nan,nan,nan,nan,69.81,49.32,23.85,63.61,36.79,29.2,64.53,49.02,nan,20.62,11582000.0,-0.67,nan,nan,nan,20.99,27.76,20.0,22.08,24.25,26.4,20.61,21.98,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.65,21.75,18.27,19.0,19.5,21.19,18.82,20.275,20.31,21.42,18.75,20.14,CLEAN | REL_VOL_CAPPED_from_111.60,2026-04-16 20:05,nan,v1
ARTL,2026-03-31,37.74,-572.64,-24.99,56.5,1.38,1.79,15.75,-9.94,4951508.0,5579850.0,672.64,-28.22,-91.17,7.58,-13.17,10.55,7.18,0.0,14:56,7.41,7.01,-7.52,-18.87,4,1,1,0,4951508.0,5579850.0,672.64,-28.22,-91.17,-572.64,1.73,10.12,8.73,10.56,7.11,8.4167,2.5045,85.8,2866127.0,632714.0,817127.0,1.38,-25.1,15.92,-9.94,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-5.01,nan,nan,nan,nan,nan,nan,nan,nan,55.52,35.75,11.04,43.45,24.14,15.52,34.1,31.9,nan,7.58,5038400.0,0.0,nan,nan,nan,7.2,9.39,7.2,7.84,7.47,8.1,7.0,7.04,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.475,6.845,6.455,6.61,6.83,6.94,6.15,6.61,6.61,7.49,6.29,7.29,CLEAN,2026-04-16 20:05,nan,v1
ASTC,2026-03-31,67.91,-147.64,24.82,86.03,3.14,2.3,-9.89,5.66,4355854.0,9199329.0,247.64,-6.61,-34.71,5.23,12.47,5.48,4.92,0.0,14:58,5.03,3.72,-28.87,-40.15,5,1,1,1,4355854.0,9199329.0,247.64,-6.61,-34.71,-147.64,2.1,4.19,4.65,5.6,4.02,4.95,0.5038,8.01,2069593.0,1318078.0,1758953.0,3.14,24.82,-9.89,5.66,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.55,nan,nan,nan,nan,nan,nan,nan,nan,80.4,52.9,35.33,79.73,32.12,50.24,54.69,67.53,nan,5.23,4795300.0,0.0,nan,nan,nan,6.2,6.45,3.6,4.45,4.58,4.88,3.67,3.98,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.95,3.95,3.36,3.4,4.06,4.19,3.2,3.37,3.22,3.97,3.13,3.95,CLEAN,2026-04-16 20:05,nan,v1
ELAB,2026-03-31,86.97,-7070.18,52.04,52.14,2.98,13.55,10.11,11.89,38858510.0,3230000.0,7176.6,-8.31,-98.72,5.96,67.42,5.99,4.16,38.66,14:51,5.84,4.76,-20.13,-44.63,5,1,1,1,38858510.0,3230000.0,7176.6,-8.31,-98.72,-7070.18,7.6,3.95,3.56,6.5,3.52,5.3367,1.0001,467.3684,5110277.0,1157420.0,1936771.0,2.98,51.65,10.96,12.24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.45,nan,nan,nan,nan,nan,nan,nan,nan,91.92,86.63,69.75,97.45,70.69,75.7,91.92,89.9,nan,5.99,57050600.0,0.5,nan,nan,nan,7.0,14.0,6.56,14.0,5.23,6.91,4.7,5.72,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.85,5.1,3.77,3.84,4.87,5.1,3.7,3.84,3.4,4.14,3.3,3.45,CLEAN,2026-04-16 20:05,nan,v1
FCHL,2026-03-31,56.37,-70.08,41.38,43.09,1.31,1.53,-6.45,7.89,1927613.0,2323336.0,348.69,-8.89,-98.21,2.05,32.26,2.17,2.0,0.0,14:58,2.0,2.34,14.15,-16.59,1,1,1,0,1927613.0,2323336.0,348.69,-8.89,-98.21,-70.08,1.47,1.45,1.55,2.25,1.4,1.9,0.6508,114.6,1310222.0,411910.0,552810.0,1.31,41.38,-6.45,7.89,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-5.85,nan,nan,nan,nan,nan,nan,nan,nan,53.98,52.37,40.91,62.65,35.65,52.75,45.68,60.48,nan,2.05,2049500.0,0.0,nan,nan,nan,1.93,2.25,1.71,2.13,1.92,2.1,1.88,1.96,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.88,2.225,1.88,1.94,1.87,2.25,1.87,1.96,2.07,2.49,1.96,2.4,CLEAN,2026-04-16 20:05,nan,v1
GVH,2026-03-31,92.92,-212.41,50.0,83.71,5.37,3.6,-1.32,8.7,6623166.0,4770000.0,289.62,-11.07,-99.38,2.25,48.03,2.44,2.0,22.0,14:27,2.27,2.62,16.44,-24.44,2,1,1,1,6623166.0,4770000.0,289.62,-11.07,-99.38,-212.41,3.33,1.56,1.52,2.53,1.43,2.0633,0.2048,364.0,1990178.0,1229299.0,2286819.0,5.37,42.95,2.63,8.08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.22,nan,nan,nan,nan,nan,nan,nan,nan,98.0,85.32,68.5,96.01,61.83,77.2,81.45,98.0,nan,2.23,7124000.0,-0.89,nan,nan,nan,2.3,2.52,1.83,2.0,1.99,2.74,1.7,2.73,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.46,2.74,2.23,2.3,2.75,2.8,2.2,2.33,2.34,2.89,2.12,2.82,CLEAN,2026-04-16 20:05,nan,v1
KIDZ,2026-03-31,47.45,-7027.11,-12.43,44.15,2.12,100,76.59,-8.56,87683723.0,3900000.0,7987.72,-26.96,-99.4,3.17,54.63,4.2,2.94,8.81,10:33,3.36,3.24,2.21,-13.25,4,1,0,0,87683723.0,3900000.0,7987.72,-26.96,-99.4,-7027.11,38.9,3.62,2.05,4.34,2.89,3.4367,0.6846,532.5,2254295.0,1004008.0,1174718.0,2.12,-14.92,76.59,-10.38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.89,nan,nan,nan,nan,nan,nan,nan,nan,67.59,42.25,27.93,63.51,39.11,23.48,56.68,44.7,nan,3.08,89053300.0,-2.84,nan,nan,nan,3.23,3.63,3.0,3.5,3.63,3.69,3.06,3.37,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.06,3.5,3.06,3.12,3.0,3.55,2.75,3.12,2.94,3.48,2.94,3.37,CLEAN | REL_VOL_CAPPED_from_129.52,2026-04-16 20:05,nan,v1
MASK,2026-03-31,80.7,-10611.93,60.39,40.9,3.03,100,30.73,3.59,121127227.0,2940000.0,11098.18,-21.69,-97.4,2.6,109.68,3.15,2.15,46.51,10:41,2.98,2.08,-20.0,-38.46,5,1,1,1,121127227.0,2940000.0,11098.18,-21.69,-97.4,-10611.93,52.41,1.63,1.24,3.32,1.61,2.4,0.5652,100.0,2311057.0,426931.0,1129604.0,3.03,39.26,31.45,-5.42,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-14.23,nan,nan,nan,nan,nan,nan,nan,nan,92.12,81.22,67.74,94.82,84.68,59.3,72.12,81.88,nan,2.27,124756100.0,-12.69,nan,nan,nan,2.23,2.6,1.8,2.16,2.06,2.24,1.81,2.14,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.96,1.98,1.92,1.92,2.16,2.29,1.82,1.91,1.84,1.9,1.6,1.88,CLEAN | REL_VOL_CAPPED_from_564.50,2026-04-16 20:05,nan,v1
SOGP,2026-03-31,35.19,70.01,-22.39,70.08,5.54,18.07,32.06,-8.56,1247642.0,70220800.0,41.53,-28.17,-54.38,16.88,2.49,22.59,15.01,4.97,08:51,19.84,16.86,-0.12,-12.03,2,1,0,0,1247642.0,70220800.0,41.53,-28.17,-54.38,70.01,13.27,21.75,16.47,23.5,15.0,18.46,1.5351,37.0,94026.0,565901549.0,3003192.0,5.54,-22.39,32.06,-8.56,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.89,nan,nan,nan,nan,nan,nan,nan,nan,20.41,23.24,24.86,10.83,15.58,20.25,40.41,25.41,nan,16.88,1254500.0,0.0,nan,nan,nan,17.03,17.82,14.99,15.44,15.02,17.59,14.85,17.59,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.43,18.43,18.43,18.43,17.59,18.7,17.34,18.22,18.0,18.28,17.01,17.67,CLEAN,2026-04-16 20:05,nan,v1
SST,2026-03-31,16.15,42.98,-26.11,56.83,2.09,3.26,28.66,-9.86,5700326.0,29843818.0,70.52,-28.25,-80.1,2.98,-4.94,4.1,2.8,0.0,08:55,3.37,3.09,3.69,4.7,1,0,0,0,5700326.0,29843818.0,70.52,-28.25,-80.1,43.08,2.59,4.04,3.14,4.17,2.79,3.3267,0.6604,15.0,2204466.0,4498870.0,8083497.0,2.09,-25.25,28.66,-9.22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.05,nan,nan,nan,nan,nan,nan,nan,nan,8.36,8.71,9.14,5.22,6.27,8.36,14.88,10.45,nan,3.02,5808800.0,1.34,nan,nan,nan,3.19,5.8,3.12,5.22,4.35,5.6,3.45,3.57,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.425,4.07,3.425,3.68,3.4,4.18,3.36,3.7,3.69,3.9,3.42,3.51,CLEAN,2026-04-16 20:05,nan,v1
UGRO,2026-03-31,44.83,-399.94,5.14,64.19,1.54,0.75,1.84,-5.13,3757661.0,16595814.0,499.94,-20.4,-40.32,22.08,7.08,27.0,20.65,12.78,11:55,20.65,19.1,-13.5,-18.25,5,1,1,0,3757661.0,16595814.0,499.94,-20.4,-40.32,-399.94,0.73,20.99,20.62,27.76,20.0,23.28,5.0479,37.0,5131761.0,675949.0,751622.0,1.54,5.19,1.79,-5.15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.83,nan,nan,nan,nan,nan,nan,nan,nan,60.77,40.71,14.56,51.35,28.84,20.54,38.12,38.16,nan,22.08,3848800.0,0.0,nan,nan,nan,24.25,26.4,20.61,21.98,19.65,21.75,18.27,19.0,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.5,21.19,18.82,20.275,20.31,21.42,18.75,20.14,19.31,23.48,18.05,19.03,CLEAN,2026-04-16 20:05,nan,v1
AGPU,2026-04-01,99.63,-2213.51,89.73,72.23,5.56,100,14.2,10.49,78567168.0,11920000.0,2315.21,-15.83,-89.07,3.51,116.67,4.12,2.01,95.26,10:37,3.38,4.29,22.22,-13.96,1,1,0,0,78567168.0,11920000.0,2315.21,-15.83,-89.07,-2213.51,42.48,1.85,1.62,4.17,1.79,3.1733,0.4282,32.1,1849430.0,2967496.0,5539267.0,5.56,92.43,14.2,12.19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.85,nan,nan,nan,nan,nan,nan,nan,nan,100.0,98.17,87.44,100.0,92.22,80.98,80.0,100.0,nan,3.56,92116800.0,1.42,nan,nan,nan,3.54,4.43,3.02,4.07,4.045,4.42,3.64,4.235,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.97,4.48,3.59,4.25,4.34,6.46,4.17,4.76,4.75,5.16,4.11,4.5,CLEAN | REL_VOL_CAPPED_from_611.03,2026-04-16 20:05,nan,v1
ASTC,2026-04-01,43.77,-129.82,-28.23,69.55,4.24,2.07,18.55,-7.93,4042343.0,7827345.0,229.82,-31.01,-44.44,4.45,-14.91,6.37,3.66,0.0,14:34,4.52,3.72,-16.4,-29.66,4,1,1,1,4042343.0,7827345.0,229.82,-31.01,-44.44,-129.82,1.95,6.2,5.23,6.45,3.6,4.8333,0.6714,8.01,2069593.0,1318078.0,1758953.0,4.24,-28.23,18.55,-7.93,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.92,nan,nan,nan,nan,nan,nan,nan,nan,60.23,30.65,19.85,44.62,19.21,23.45,34.08,37.43,nan,4.45,4076300.0,0.0,nan,nan,nan,4.58,4.88,3.67,3.98,3.95,3.95,3.36,3.4,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.06,4.19,3.2,3.37,3.22,3.97,3.13,3.95,3.88,4.0,3.5,3.67,CLEAN,2026-04-16 20:05,nan,v1
BCG,2026-04-01,45.17,-83.81,-19.81,60.5,5.22,100,55.72,-4.5,30515058.0,41670000.0,183.8,-20.06,-27.03,2.51,24.88,2.88,2.31,5.49,09:38,2.51,2.14,-14.74,-19.12,1,1,1,0,30515058.0,41670000.0,183.8,-20.06,-27.03,-83.81,53.6,3.125,2.01,3.14,2.235,2.585,0.1733,3.44,569336.0,2685927.0,16716000.0,5.22,-23.84,55.47,-7.93,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-14.34,nan,nan,nan,nan,nan,nan,nan,nan,52.08,31.69,29.9,40.64,25.0,26.68,32.53,39.62,nan,2.38,31137600.0,-5.18,nan,nan,nan,2.15,2.31,2.03,2.31,2.5,2.5,2.34,2.34,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.31,2.52,2.21,2.25,2.16,2.24,2.04,2.16,2.2,2.2,2.05,2.1,CLEAN | REL_VOL_CAPPED_from_2039.37,2026-04-16 20:05,nan,v1
BIAF,2026-04-01,28.08,-116.59,-7.02,62.65,1.17,1.14,11.23,-4.72,9741763.0,17814888.0,216.55,-15.73,-87.66,3.96,3.42,4.6,3.81,3.84,14:59,3.96,3.84,-3.03,-9.34,1,0,0,0,9741763.0,17814888.0,216.55,-15.73,-87.66,-116.55,1.09,4.3,3.83,4.71,3.81,4.1667,0.771,21.9,8908230.0,4266308.0,4498675.0,1.17,-7.44,12.27,-4.48,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-5.56,nan,nan,nan,nan,nan,nan,nan,nan,44.11,16.75,7.14,35.16,10.14,10.85,19.19,20.99,nan,3.98,9845500.0,0.51,nan,nan,nan,3.74,4.09,3.59,3.92,4.045,4.18,3.81,4.175,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.82,4.19,3.77,4.18,4.03,4.38,3.87,4.09,4.09,4.34,3.76,3.92,CLEAN,2026-04-16 20:05,nan,v1
CYCN,2026-04-01,74.74,-6265.66,16.76,95.38,5.15,100,250.32,-5.89,249706603.0,24870000.0,6560.5,-25.24,-25.24,6.34,309.03,8.3,5.67,44.6,13:24,5.67,3.46,-45.43,-55.99,5,1,1,1,249706603.0,24870000.0,6560.5,-25.24,-25.24,-6265.66,52.62,5.42,1.55,8.48,5.37,6.7433,0.6042,8.48,4745176.0,3490491.0,4330314.0,5.15,17.71,249.68,-5.39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.08,nan,nan,nan,nan,nan,nan,nan,nan,91.17,69.03,59.24,86.76,78.38,46.97,75.9,73.97,nan,6.38,264674300.0,0.63,nan,nan,nan,4.94,6.75,4.65,6.15,5.14,5.37,4.07,4.1,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.12,5.45,4.04,4.15,4.03,4.14,3.35,3.48,3.49,3.69,2.79,2.89,CLEAN | REL_VOL_CAPPED_from_165.35,2026-04-16 20:05,nan,v1
ELAB,2026-04-01,97.66,-2869.03,78.14,71.68,4.96,9.29,16.86,17.35,34404554.0,14450000.0,6354.02,-2.95,-97.33,12.47,108.18,12.47,6.89,72.48,14:54,11.56,4.76,-61.83,-73.54,4,1,1,1,34404554.0,14450000.0,6354.02,-2.95,-97.33,-2869.03,6.73,7.0,5.99,14.0,6.559,11.5197,1.5008,467.3684,5110277.0,1157420.0,1936771.0,4.96,100.0,16.86,21.53,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-58.06,nan,nan,nan,nan,nan,nan,nan,nan,99.84,95.67,86.7,100.0,90.12,94.54,98.42,99.8,nan,14.0,43717100.0,12.27,nan,nan,nan,5.23,6.91,4.7,5.72,4.85,5.1,3.77,3.84,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.87,5.1,3.7,3.84,3.4,4.14,3.3,3.45,4.65,5.49,4.24,4.5,CLEAN,2026-04-16 20:05,nan,v1
QNTM,2026-04-01,16.32,72.82,-14.22,56.68,2.06,4.22,7.04,-11.56,1145280.0,18686580.0,27.18,-28.58,-88.41,4.43,-8.18,6.15,4.4,10.61,09:56,4.89,3.88,-12.42,-20.32,4,1,1,1,1145280.0,18686580.0,27.18,-28.58,-88.41,72.85,3.79,5.08,4.83,6.21,4.4,5.0067,0.8766,38.25,302356.0,5247679.0,5829223.0,2.06,-13.19,5.18,-11.92,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.45,nan,nan,nan,nan,nan,nan,nan,nan,8.24,8.58,9.01,5.15,6.18,8.24,16.68,10.3,nan,4.41,1158100.0,-0.45,nan,nan,nan,4.45,4.6,3.87,3.98,3.6,3.71,3.56,3.59,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.92,3.95,3.54,3.58,3.61,3.99,3.53,3.88,4.01,4.12,3.6,3.68,CLEAN,2026-04-16 20:05,nan,v1
RENX,2026-04-01,55.06,-3554.25,7.13,51.05,2.47,54.14,37.92,-6.02,84756303.0,6100000.0,3656.36,-24.43,-94.43,2.63,47.71,3.42,2.36,34.65,11:51,2.36,3.04,15.59,-27.38,1,1,1,1,84756303.0,6100000.0,3656.36,-24.43,-94.43,-3554.25,25.85,2.455,1.78,3.48,2.285,2.7917,0.4831,47.2,3278162.0,1301562.0,2318049.0,2.47,6.31,37.92,-6.51,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-8.37,nan,nan,nan,nan,nan,nan,nan,nan,72.58,48.62,30.59,69.21,42.11,29.74,68.77,51.24,nan,2.61,86520500.0,-0.76,nan,nan,nan,2.41,2.44,1.91,2.02,2.355,2.54,2.31,2.44,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.36,2.62,2.28,2.41,2.31,2.92,2.31,2.68,2.87,3.11,2.73,2.82,CLEAN,2026-04-16 20:05,nan,v1
SST,2026-04-01,72.73,-58.28,63.32,73.81,3.3,8.63,5.63,10.62,15667282.0,51570000.0,193.82,-10.17,-65.27,5.21,72.52,5.59,3.42,60.17,14:52,5.19,3.09,-40.69,-46.26,5,1,1,1,15667282.0,51570000.0,193.82,-10.17,-65.27,-58.28,7.11,3.19,3.02,5.8,3.12,4.7133,0.8118,15.0,2204466.0,4498870.0,8083497.0,3.3,63.64,5.63,10.75,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-16.51,nan,nan,nan,nan,nan,nan,nan,nan,62.63,64.11,66.43,73.79,59.74,67.35,71.29,73.78,nan,5.22,17563500.0,0.19,nan,nan,nan,4.35,5.6,3.45,3.57,3.425,4.07,3.425,3.68,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.4,4.18,3.36,3.7,3.69,3.9,3.42,3.51,3.56,3.65,2.8,3.04,CLEAN,2026-04-16 20:05,nan,v1
UGRO,2026-04-01,31.36,-143.09,-7.03,64.53,1.14,0.37,9.6,-2.88,1827130.0,16911496.0,243.09,-14.74,-39.19,22.5,1.9,26.2,20.69,0.0,14:58,22.15,19.1,-15.11,-19.78,4,1,1,0,1827130.0,16911496.0,243.09,-14.74,-39.19,-143.09,0.36,24.25,22.08,26.4,20.61,22.9967,5.1009,37.0,5131761.0,675949.0,751622.0,1.14,-9.36,9.83,-4.42,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-12.67,nan,nan,nan,nan,nan,nan,nan,nan,52.57,19.18,6.89,41.64,11.02,11.9,19.93,23.9,nan,21.98,1884400.0,-2.31,nan,nan,nan,19.65,21.75,18.27,19.0,19.5,21.19,18.82,20.275,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20.31,21.42,18.75,20.14,19.31,23.48,18.05,19.03,19.87,20.51,18.25,18.57,CLEAN,2026-04-16 20:05,nan,v1
AGPU,2026-04-02,54.79,-38.34,19.89,76.16,2.83,4.74,-1.12,8.48,7664166.0,23380000.0,225.85,-4.74,-86.85,4.22,18.54,4.34,4.05,3.09,14:36,4.05,4.29,1.66,-14.93,2,1,0,0,7664166.0,23380000.0,225.85,-4.74,-86.85,-38.34,4.14,3.54,3.56,4.43,3.02,3.84,0.4991,32.1,1849430.0,2967496.0,5539267.0,2.83,14.97,-0.56,5.99,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-4.15,nan,nan,nan,nan,nan,nan,nan,nan,40.45,40.18,35.96,48.37,24.68,46.26,44.3,53.61,nan,4.07,8831400.0,-3.55,nan,nan,nan,4.045,4.42,3.64,4.235,3.97,4.48,3.59,4.25,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.34,6.46,4.17,4.76,4.75,5.155,4.11,4.5,4.45,5.285,3.9,4.84,CLEAN,2026-04-16 20:05,nan,v1
ANNA,2026-04-02,13.66,82.06,-9.6,59.98,1.21,1.9,19.83,-6.79,7293939.0,319789952.0,17.94,-18.92,-57.02,7.86,8.33,9.51,7.82,9.06,14:59,7.86,6.69,-14.89,-24.55,4,1,1,1,7293939.0,319789952.0,17.94,-18.92,-57.02,82.07,1.8,8.64,7.26,9.7,7.715,8.435,1.6429,18.3,4061170.0,9533929.0,40659881.0,1.21,-8.68,19.01,-6.46,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-4.39,nan,nan,nan,nan,nan,nan,nan,nan,6.23,5.56,7.38,5.8,5.57,5.67,10.03,7.44,nan,7.89,7427100.0,0.38,nan,nan,nan,7.515,8.12,7.23,7.89,7.42,8.18,7.21,7.81,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.77,8.88,7.77,7.89,6.32,6.8,5.93,6.35,6.67,6.85,6.02,6.08,CLEAN,2026-04-16 20:05,nan,v1
BATL,2026-04-02,23.23,-130.89,-19.05,38.98,0.32,2.73,35.06,-8.02,43176235.0,78714568.0,230.38,-22.05,-85.83,4.21,9.34,5.28,4.13,6.24,14:12,4.15,3.41,-19.0,-26.84,4,1,1,1,43176235.0,78714568.0,230.38,-22.05,-85.83,-130.93,2.54,5.2,3.85,5.4,4.12,4.5767,3.9487,29.7,16997740.0,13776402.0,18741563.0,0.32,-19.04,35.06,-8.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.66,nan,nan,nan,nan,nan,nan,nan,nan,46.47,15.01,5.04,38.82,9.68,8.76,21.39,19.52,nan,4.21,44334700.0,0.0,nan,nan,nan,4.14,4.41,3.91,4.24,4.13,4.41,3.9,4.24,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.27,4.78,4.11,4.19,3.2,3.77,3.08,3.77,3.78,3.86,3.39,3.59,SUSPICIOUS,2026-04-16 20:05,nan,v1
SKYQ,2026-04-02,60.26,-5038.67,-7.71,68.6,2.49,100,120.55,4.52,193373689.0,19380000.0,645.38,-12.44,-66.82,5.15,103.75,5.42,3.8,0.93,14:55,5.29,6.02,16.89,-12.23,2,1,0,0,193373689.0,19380000.0,645.38,-12.44,-66.82,-5038.67,47.43,5.57,2.53,5.89,3.75,4.9133,0.858,15.52,4077303.0,3203563.0,3757449.0,2.49,-8.44,120.16,3.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-10.49,nan,nan,nan,nan,nan,nan,nan,nan,69.96,49.89,46.54,69.05,51.68,34.0,44.96,55.93,nan,5.1,206129600.0,-0.97,nan,nan,nan,4.61,6.42,4.57,5.24,4.7,6.43,4.52,5.0,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.37,8.32,5.92,6.36,5.1,7.5,5.0,6.61,7.16,9.56,6.91,7.29,CLEAN | REL_VOL_CAPPED_from_223.17,2026-04-16 20:05,nan,v1
TURB,2026-04-02,41.23,-221.15,-0.31,57.95,0.97,6.82,37.45,-1.83,35386364.0,35480000.0,294.47,-15.26,-84.25,3.22,37.02,3.79,2.84,17.7,10:35,2.84,2.28,-29.19,-32.92,4,1,1,1,35386364.0,35480000.0,294.47,-15.26,-84.25,-221.15,5.98,3.24,2.35,3.8,2.78,3.2533,1.0468,20.45,5916910.0,16963641.0,12017140.0,0.97,-1.85,37.87,-2.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-6.83,nan,nan,nan,nan,nan,nan,nan,nan,60.05,28.47,15.71,54.77,22.61,17.58,45.81,36.02,nan,3.18,36309900.0,-1.24,nan,nan,nan,3,3.335,2.85,3.115,2.93,3.37,2.82,3.07,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.23,3.51,2.92,3.05,2.2,2.44,2.16,2.29,2.63,2.7,2.26,2.26,CLEAN,2026-04-16 20:05,nan,v1
